,KO,name,gene_name
18724,K19374,DNAJC30; DnaJ homolog subfamily C member 30,DNAJC30
18725,K19375,HSPBAP1; HSPB1-associated protein 1,HSPBAP1
18726,K19376,L; Morbillivirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375],L
18727,K19377,"P, P/V/C; Morbillivirus phosphoprotein","P, P/V/C"
18728,K19378,H; Morbillivirus hemagglutinin glycoprotein,H
18729,K19379,F; Morbillivirus fusion glycoprotein F0,F
18730,K19380,N; Morbillivirus nucleoprotein,N
18731,K19381,M; Morbillivirus matrix protein,M
18732,K19382,TCTN1_3; tectonic-1/3,TCTN1_3
18733,K19383,TGIF1; homeobox protein TGIF1,TGIF1
18734,K19384,TMEM17; transmembrane protein 17,TMEM17
18735,K19385,TMEM216; transmembrane protein 216,TMEM216
18736,K19386,POS5; NADH kinase [EC:2.7.1.86],POS5
18737,K19387,PTRF; polymerase I and transcript release factor,PTRF
18738,K19388,PB2; Influenza virus polymerase basic protein 2,PB2
18739,K19389,PB1; Influenza virus RNA-directed RNA polymerase catalytic subunit [EC:2.7.7.48],PB1
18740,K19390,PA; Influenza virus polymerase acidic protein,PA
18741,K19391,NP; Influenza virus nucleoprotein,NP
18742,K19392,NA; Influenza A/B virus neuraminidase [EC:3.2.1.18],NA
18743,K19393,M1; Influenza A/B virus matrix protein 1,M1
18744,K19394,M2; Influenza A virus matrix protein 2,M2
18745,K19395,"NEP, NS2; Influenza A virus nuclear export protein","NEP, NS2"
18746,K19396,NS1; Influenza A virus non-structural protein 1,NS1
18747,K19397,PB1F2; Influenza A virus protein PB1-F2,PB1F2
18748,K19398,BBS9; Bardet-Biedl syndrome 9 protein,BBS9
18749,K19399,BBIP1; BBSome-interacting protein 1,BBIP1
18750,K19400,LZTFL1; leucine zipper transcription factor-like protein 1,LZTFL1
18751,K19401,BBS10; Bardet-Biedl syndrome 10 protein,BBS10
18752,K19402,BBS12; Bardet-Biedl syndrome 12 protein,BBS12
18753,K19403,MCPH1; microcephalin,MCPH1
18754,K19404,LIPH_I; phosphatidic acid-selective phospholipase A1 [EC:3.1.1.-],LIPH_I
18755,K19405,mcsB; protein arginine kinase [EC:2.7.14.1],mcsB
18756,K19406,LIPM; lipase-like abhydrolase domain-containing protein 3 [EC:3.1.1.-],LIPM
18757,K19407,AMER1; APC membrane recruitment protein 1,AMER1
18758,K19408,SRPX2; sushi repeat-containing protein SRPX2,SRPX2
18759,K19409,"NLRP2; NACHT, LRR and PYD domains-containing protein 2",NLRP2
18760,K19410,LEMD3; inner nuclear membrane protein Man1,LEMD3
18761,K19411,mcsA; protein arginine kinase activator,mcsA
18762,K19412,argX; glutamate---[amino group carrier protein] ligase [EC:6.3.2.60],argX
18763,K19413,"KDM1B, AOF1, LSD2; lysine-specific histone demethylase 1B [EC:1.-.-.-]","KDM1B, AOF1, LSD2"
18764,K19414,"PHF2, JHDM1E; lysine-specific demethylase PHF2 [EC:1.14.11.-]","PHF2, JHDM1E"
18765,K19415,"PHF8, JHDM1F; [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65 1.14.11.-]","PHF8, JHDM1F"
18766,K19416,yccA; modulator of FtsH protease,yccA
18767,K19417,"slrR; HTH-type transcriptional regulator, biofilm formation regulator",slrR
18768,K19418,epsK; membrane protein EpsK,epsK
18769,K19419,epsG; transmembrane protein EpsG,epsG
18770,K19420,"epsA, capA; protein tyrosine kinase modulator","epsA, capA"
18771,K19421,epsC; polysaccharide biosynthesis protein EpsC,epsC
18772,K19422,epsD; glycosyltransferase EpsD [EC:2.4.-.-],epsD
18773,K19423,epsE; glycosyltransferase EpsE [EC:2.4.-.-],epsE
18774,K19424,epsF; glycosyltransferase EpsF [EC:2.4.-.-],epsF
18775,K19425,epsH; glycosyltransferase EpsH [EC:2.4.-.-],epsH
18776,K19426,epsI; pyruvyl transferase EpsI [EC:2.-.-.-],epsI
18777,K19427,epsJ; glycosyltransferase EpsJ [EC:2.4.-.-],epsJ
18778,K19428,epsL; sugar transferase EpsL [EC:2.-.-.-],epsL
18779,K19429,epsM; acetyltransferase EpsM [EC:2.3.1.-],epsM
18780,K19430,epsN; pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-],epsN
18781,K19431,epsO; pyruvyl transferase EpsO [EC:2.-.-.-],epsO
18782,K19432,slrA; anti-repressor of SlrR,slrA
18783,K19433,tapA; TasA anchoring/assembly protein,tapA
18784,K19434,"gH, UL22; Simplexvirus envelope glycoprotein H","gH, UL22"
18785,K19435,"gL, UL1; Simplexvirus envelope glycoprotein L","gL, UL1"
18786,K19436,"ICP0, RL2; Simplexvirus E3 ubiquitin-protein ligase ICP0","ICP0, RL2"
18787,K19437,RL1; Simplexvirus neurovirulence factor ICP34.5,RL1
18788,K19438,US11; Simplexvirus RNA-binding protein,US11
18789,K19439,US3; Simplexvirus serine/threonine-protein kinase US3 [EC:2.7.11.1],US3
18790,K19440,UL13; Simplexvirus serine/threonine-protein kinase UL13 [EC:2.7.11.1],UL13
18791,K19441,US1; Simplexvirus transcriptional regulator ICP22,US1
18792,K19442,"ICP8, DBP, UL29; Simplexvirus major DNA-binding protein","ICP8, DBP, UL29"
18793,K19443,UL54; Simplexvirus mRNA export factor,UL54
18794,K19444,UL48; Simplexvirus tegument protein VP16,UL48
18795,K19445,"ICP4, RS1; Simplexvirus major viral transcription factor ICP4","ICP4, RS1"
18796,K19446,US12; Simplexvirus ICP47 protein,US12
18797,K19447,UL41; Simplexvirus virion host shutoff protein [EC:3.1.27.-],UL41
18798,K19448,UL39; Simplexvirus ribonucleoside-diphosphate reductase large subunit [EC:1.17.4.1],UL39
18799,K19449,"sinR; XRE family transcriptional regulator, master regulator for biofilm formation",sinR
18800,K19450,BLLF1; Lymphocryptovirus envelope glycoprotein GP350,BLLF1
18801,K19451,gH; Lymphocryptovirus envelope glycoprotein H,gH
18802,K19452,gL; Lymphocryptovirus envelope glycoprotein L,gL
18803,K19453,BBRF2; Lymphocryptovirus virion egress protein UL7,BBRF2
18804,K19454,BMLF1; Lymphocryptovirus mRNA export factor ICP27,BMLF1
18805,K19455,BGLF4; Lymphocryptovirus serine/threonine-protein kinase BGLF4 [EC:2.7.11.1],BGLF4
18806,K19456,EBNALP; Lymphocryptovirus nuclear antigen leader protein,EBNALP
18807,K19457,EBNA2; Lymphocryptovirus nuclear antigen 2,EBNA2
18808,K19458,"EBNA6, EBNA3C; Lymphocryptovirus nuclear antigen 6","EBNA6, EBNA3C"
18809,K19459,LMP1; Lymphocryptovirus latent membrane protein 1,LMP1
18810,K19460,LMP2A; Lymphocryptovirus latent membrane protein 2A,LMP2A
18811,K19461,"EBNA1, BKRF1; Lymphocryptovirus nuclear antigen 1","EBNA1, BKRF1"
18812,K19462,BZLF1; Lymphocryptovirus trans-activator protein BZLF1,BZLF1
18813,K19463,BHRF1; Lymphocryptovirus apoptosis regulator BHRF1,BHRF1
18814,K19464,PLEKHG5; pleckstrin homology domain-containing family G member 5,PLEKHG5
18815,K19465,"MGME1, DDK1; mitochondrial genome maintenance exonuclease 1 [EC:3.1.-.-]","MGME1, DDK1"
18816,K19466,DDX59; ATP-dependent RNA helicase DDX59 [EC:3.6.4.13],DDX59
18817,K19467,MATN; matrilin,MATN
18818,K19469,FTO; mRNA N6-methyladenine demethylase [EC:1.14.11.53],FTO
18819,K19470,C1QTNF1_6_8; complement C1q tumor necrosis factor-related protein 1/6/8,C1QTNF1_6_8
18820,K19471,RSPO1; R-spondin 1,RSPO1
18821,K19472,SIX2; homeobox protein SIX2,SIX2
18822,K19473,"SIX3_6, OPTIX; homeobox protein SIX3/6","SIX3_6, OPTIX"
18823,K19474,SIX5; homeobox protein SIX5,SIX5
18824,K19475,WIPF; WAS/WASL-interacting protein,WIPF
18825,K19476,IST1; vacuolar protein sorting-associated protein IST1,IST1
18826,K19477,PRKG2; cGMP-dependent protein kinase 2 [EC:2.7.11.12],PRKG2
18827,K19478,MAGT1; magnesium transporter 1,MAGT1
18828,K19479,COL10A; collagen type X alpha,COL10A
18829,K19480,"ANO5, GDD1, TMEM16E; anoctamin-5","ANO5, GDD1, TMEM16E"
18830,K19481,MGP; matrix Gla protein,MGP
18831,K19482,NDN; necdin,NDN
18832,K19483,NAV2; neuron navigator 2 [EC:5.6.2.4],NAV2
18833,K19484,PLAG1; zinc finger protein PLAG1,PLAG1
18834,K19485,PLAGL1; zinc finger protein PLAGL1,PLAGL1
18835,K19486,PLAGL2; zinc finger protein PLAGL2,PLAGL2
18836,K19487,SFP1; transcription factor SFP1,SFP1
18837,K19488,DMRT1; doublesex- and mab-3-related transcription factor 1,DMRT1
18838,K19489,DMRT2; doublesex- and mab-3-related transcription factor 2,DMRT2
18839,K19490,DMRT3; doublesex- and mab-3-related transcription factor 3,DMRT3
18840,K19491,"DMRT4_5, DMRTA; doublesex- and mab-3-related transcription factor 4/5","DMRT4_5, DMRTA"
18841,K19492,"DMRT6, DMRTB; doublesex- and mab-3-related transcription factor 6","DMRT6, DMRTB"
18842,K19493,"DMRT7, DMRTC2; doublesex- and mab-3-related transcription factor 7","DMRT7, DMRTC2"
18843,K19494,"DMRT8, DMRTC1; doublesex- and mab-3-related transcription factor 8","DMRT8, DMRTC1"
18844,K19495,JAZF1; juxtaposed with another zinc finger protein 1,JAZF1
18845,K19496,"ANO1, DOG1, TMEM16A; anoctamin-1","ANO1, DOG1, TMEM16A"
18846,K19497,"ANO2, TMEM16B; anoctamin-2","ANO2, TMEM16B"
18847,K19498,"ANO3, TMEM16C; anoctamin-3","ANO3, TMEM16C"
18848,K19499,"ANO4, TMEM16D; anoctamin-4","ANO4, TMEM16D"
18849,K19500,"ANO6, TMEM16F; anoctamin-6","ANO6, TMEM16F"
18850,K19501,"ANO7, NGEP, TMEM16G; anoctamin-7","ANO7, NGEP, TMEM16G"
18851,K19502,"ANO8, TMEM16H; anoctamin-8","ANO8, TMEM16H"
18852,K19503,"ANO9, TMEM16J; anoctamin-9","ANO9, TMEM16J"
18853,K19504,gfrE; glucoselysine-6-phosphate deglycase,gfrE
18854,K19505,"gfrR; sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator",gfrR
18855,K19506,gfrA; fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-],gfrA
18856,K19507,gfrB; fructoselysine/glucoselysine PTS system EIIB component [EC:2.7.1.-],gfrB
18857,K19508,gfrC; fructoselysine/glucoselysine PTS system EIIC component,gfrC
18858,K19509,gfrD; fructoselysine/glucoselysine PTS system EIID component,gfrD
18859,K19510,gfrF; fructoselysine-6-phosphate deglycase,gfrF
18860,K19511,"PXDN, VPO1; peroxidase [EC:1.11.1.7]","PXDN, VPO1"
18861,K19512,MAMLD1; mastermind-like domain-containing protein 1,MAMLD1
18862,K19513,CLEC16A; protein CLEC16A,CLEC16A
18863,K19514,"ATP6AP2, PRR; renin receptor","ATP6AP2, PRR"
18864,K19515,bamB; benzoyl-CoA reductase subunit BamB [EC:1.3.-.-],bamB
18865,K19516,bamC; benzoyl-CoA reductase subunit BamC [EC:1.3.-.-],bamC
18866,K19517,MIK; 1D-myo-inositol 3-kinase [EC:2.7.1.64],MIK
18867,K19518,TRIB3; tribbles homolog 3,TRIB3
18868,K19519,"TGFBI, BIGH3; transforming growth factor-beta-induced protein","TGFBI, BIGH3"
18869,K19520,"UPK3A, UPIII; uroplakin-3a","UPK3A, UPIII"
18870,K19521,RFX6; regulatory factor X 6,RFX6
18871,K19522,XK; membrane transport protein XK,XK
18872,K19523,"CPT1B; carnitine O-palmitoyltransferase 1, muscle isoform [EC:2.3.1.21]",CPT1B
18873,K19524,"CPT1C; carnitine O-palmitoyltransferase 1, brain isoform [EC:2.3.1.21]",CPT1C
18874,K19525,VPS13A_C; vacuolar protein sorting-associated protein 13A/C,VPS13A_C
18875,K19526,VPS13B; vacuolar protein sorting-associated protein 13B,VPS13B
18876,K19527,VPS13D; vacuolar protein sorting-associated protein 13D,VPS13D
18877,K19528,SYCP3; synaptonemal complex protein 3,SYCP3
18878,K19529,SYCP2; synaptonemal complex protein 2,SYCP2
18879,K19530,JPH; junctophilin,JPH
18880,K19531,CDAN1; codanin-1,CDAN1
18881,K19532,LBR; Delta14-sterol reductase (lamin-B receptor) [EC:1.3.1.70],LBR
18882,K19533,SYCP1; synaptonemal complex protein 1,SYCP1
18883,K19534,SYCE1; synaptonemal complex central element protein 1,SYCE1
18884,K19535,SYCE2; synaptonemal complex central element protein 2,SYCE2
18885,K19536,SYCE3; synaptonemal complex central element protein 3,SYCE3
18886,K19537,TEX12; testis-expressed sequence 12 protein,TEX12
18887,K19538,RP1; retinitis pigmentosa 1,RP1
18888,K19539,"SECISBP2, SBP2; selenocysteine insertion sequence-binding protein 2","SECISBP2, SBP2"
18889,K19540,frlA; fructoselysine transporter,frlA
18890,K19541,"lmrA; MFS transporter, DHA2 family, lincomycin resistance protein",lmrA
18891,K19542,"otrB, tcr; MFS transporter, DHA2 family, tetracycline/oxytetracycline resistance protein","otrB, tcr"
18892,K19543,aph3-VII; aminoglycoside 3'-phosphotransferase [EC:2.7.1.95],aph3-VII
18893,K19544,ant4-II; aminoglycoside 4'-adenylyltransferase [EC:2.7.7.-],ant4-II
18894,K19545,"lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E","lnuA_C_D_E, lin"
18895,K19546,bacA; prephenate decarboxylase [EC:4.1.1.100],bacA
18896,K19547,"bacB; 3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase [EC:5.3.3.19]",bacB
18897,K19548,bacC; dihydroanticapsin dehydrogenase [EC:1.1.1.385],bacC
18898,K19549,bacF; bacilysin biosynthesis transaminase BacF [EC:2.6.1.-],bacF
18899,K19550,bacG; bacilysin biosynthesis oxidoreductase BacG [EC:1.3.1.-],bacG
18900,K19551,pelC; pectate lyase C [EC:4.2.2.2 4.2.2.10],pelC
18901,K19552,"bacE; MFS transporter, DHA3 family, bacilysin exporter BacE",bacE
18902,K19553,TGIF2; homeobox protein TGIF2,TGIF2
18903,K19554,"TGIF2L, TGIFL; homeobox protein TGIF2L","TGIF2L, TGIFL"
18904,K19555,"spvR; LysR family transcriptional regulator, spv operon transcriptional activator",spvR
18905,K19556,spvA; salmonella plasmid virulence protein A,spvA
18906,K19557,spvD; salmonella plasmid virulence protein D,spvD
18907,K19558,NBL1; neuroblastoma suppressor of tumorigenicity 1,NBL1
18908,K19559,LTBP1; latent transforming growth factor beta binding protein 1,LTBP1
18909,K19560,bioK; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85],bioK
18910,K19561,bioJ; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85],bioJ
18911,K19562,BIO3-BIO1; bifunctional dethiobiotin synthetase / adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:6.3.3.3 2.6.1.62],BIO3-BIO1
18912,K19563,"bioA, bioK; lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105]","bioA, bioK"
18913,K19564,"CTR, HNM1; choline transport protein","CTR, HNM1"
18914,K19565,BIO5; 8-amino-7-oxononanoate transporter,BIO5
18915,K19566,elmGT; 8-demethyltetracenomycin C L-rhamnosyltransferase [EC:2.4.1.331],elmGT
18916,K19567,elmMI; 8-demethyl-8-alpha-L-rhamnosyltetracenomycin-C 2'-O-methyltransferase [EC:2.1.1.305],elmMI
18917,K19568,elmMII; 8-demethyl-8-(2-methoxy-alpha-L-rhamnosyl)tetracenomycin-C 3'-O-methyltransferase [EC:2.1.1.306],elmMII
18918,K19569,"elmMIII; 8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)tetracenomycin-C 4'-O-methyltransferase [EC:2.1.1.307]",elmMIII
18919,K19570,"elmD; 8-demethyl-8-(2,3,4-trimethoxy-alpha-L-rhamnosyl)tetracenomycin-C O-methyltransferase [EC:2.1.1.-]",elmD
18920,K19571,LPS; levopimaradiene/neoabietadiene/copalyl diphosphate synthase [EC:4.2.3.32 4.2.3.132 5.5.1.12],LPS
18921,K19572,"CECR1, ADA2; adenosine deaminase CECR1 [EC:3.5.4.4]","CECR1, ADA2"
18922,K19573,"ATAT1, MEC17; alpha-tubulin N-acetyltransferase 1 [EC:2.3.1.108]","ATAT1, MEC17"
18923,K19574,OBSL1; obscurin-like protein 1,OBSL1
18924,K19575,"bmrR; MerR family transcriptional regulator, activator of bmr gene",bmrR
18925,K19576,"norA; MFS transporter, DHA1 family, quinolone resistance protein",norA
18926,K19577,"ydhP; MFS transporter, DHA1 family, inner membrane transport protein",ydhP
18927,K19578,"bmr; MFS transporter, DHA1 family, multidrug resistance protein",bmr
18928,K19579,"NTM1B, METTL11B; protein N-terminal monomethyltransferase [EC:2.1.1.299]","NTM1B, METTL11B"
18929,K19580,"rppA; 1,3,6,8-tetrahydroxynaphthalene synthase [EC:2.3.1.233]",rppA
18930,K19581,LPPR1_2_5; lipid phosphate phosphatase-related protein type 1/2/5,LPPR1_2_5
18931,K19582,LPPR3_4; lipid phosphate phosphatase-related protein type 3/4,LPPR3_4
18932,K19583,GK5; putative glycerol kinase 5 [EC:2.7.1.30],GK5
18933,K19584,PRKX; protein kinase X [EC:2.7.11.11],PRKX
18934,K19585,oqxB; multidrug efflux pump,oqxB
18935,K19586,"oqxA; membrane fusion protein, multidrug efflux system",oqxA
18936,K19587,"oqxR; Rrf2 family transcriptional regulator, repressor of oqxAB",oqxR
18937,K19588,"dopDH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]",dopDH
18938,K19589,N6AMT1; release factor glutamine methyltransferase [EC:2.1.1.297],N6AMT1
18939,K19590,araDH; D-arabinose 1-dehydrogenase (NADP+) [EC:1.1.1.427],araDH
18940,K19591,"cueR; MerR family transcriptional regulator, copper efflux regulator",cueR
18941,K19592,"golS; MerR family transcriptional regulator, gold-responsive activator of gol and ges genes",golS
18942,K19593,"opmE; outer membrane protein, multidrug efflux system",opmE
18943,K19594,"gesB, mexQ; gold/copper resistance efflux pump","gesB, mexQ"
18944,K19595,"gesA, mexP; membrane fusion protein, gold/copper resistance efflux system","gesA, mexP"
18945,K19596,PLK5; inactive serine/threonine-protein kinase PLK5,PLK5
18946,K19597,golT; Au+-exporting ATPase [EC:3.6.1.-],golT
18947,K19598,IL27RA; interleukin 27 receptor alpha,IL27RA
18948,K19599,DOME; cytokine receptor domeless,DOME
18949,K19600,"TUB, TULP; tubby and related proteins","TUB, TULP"
18950,K19601,EYS; protein eyes shut,EYS
18951,K19602,CERKL; ceramide kinase-like protein,CERKL
18952,K19603,MAPK15; mitogen-activated protein kinase 15 [EC:2.7.11.24],MAPK15
18953,K19604,"RP9, PAP-1; retinitis pigmentosa 9 protein","RP9, PAP-1"
18954,K19605,EVC1; ellis van creveld syndrome protein 1,EVC1
18955,K19606,CRTAP; cartilage-associated protein,CRTAP
18956,K19607,RPGR; X-linked retinitis pigmentosa GTPase regulator,RPGR
18957,K19608,EVC2; ellis van creveld syndrome protein 2,EVC2
18958,K19609,"pfeS, pirS; two-component system, OmpR family, sensor histidine kinase PfeS [EC:2.7.13.3]","pfeS, pirS"
18959,K19610,"pfeR, pirR; two-component system, OmpR family, response regulator PfeR","pfeR, pirR"
18960,K19611,"fepA, pfeA, iroN, pirA; ferric enterobactin receptor","fepA, pfeA, iroN, pirA"
18961,K19612,"PDE12; 2',5'-phosphodiesterase [EC:3.1.13.4 3.1.4.-]",PDE12
18962,K19613,"SHOC2, SUR8; leucine-rich repeat protein SHOC2","SHOC2, SUR8"
18963,K19614,"SERPINF1, PEDF; pigment epithelium-derived factor","SERPINF1, PEDF"
18964,K19615,"fitD, mcf; insecticidal toxin","fitD, mcf"
18965,K19616,"fitF; two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]",fitF
18966,K19617,"fitH; two-component system, response regulator FitH",fitH
18967,K19618,"fitG; LysR family transcriptional regulator, activator of insecticidal toxin",fitG
18968,K19619,TDP2; tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-],TDP2
18969,K19620,phcB; extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein,phcB
18970,K19621,"phcS; two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]",phcS
18971,K19622,"phcR; two-component system, response regulator PhcR",phcR
18972,K19623,"phcQ; two-component system, probable response regulator PhcQ",phcQ
18973,K19624,"phcA; LysR family transcriptional regulator, virulence genes transcriptional regulator",phcA
18974,K19625,RLBP1; retinaldehyde-binding protein 1,RLBP1
18975,K19626,INVS; inversin,INVS
18976,K19627,SAG; S-arrestin,SAG
18977,K19628,CYP158A1; biflaviolin synthase [EC:1.14.19.69],CYP158A1
18978,K19629,tsaD1; 4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],tsaD1
18979,K19630,tsaC1; 4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62],tsaC1
18980,K19631,SMAD7; mothers against decapentaplegic homolog 7,SMAD7
18981,K19632,rfbJ; CDP-abequose synthase [EC:1.1.1.341],rfbJ
18982,K19633,sr; sorbose reductase [EC:1.1.1.289],sr
18983,K19634,gar1; D-galacturonate reductase [EC:1.1.1.365],gar1
18984,K19635,E1.1.1.366; L-idonate 5-dehydrogenase [EC:1.1.1.366],E1.1.1.366
18985,K19636,USH2A; usherin,USH2A
18986,K19637,PRCD; progressive rod-cone degeneration protein,PRCD
18987,K19638,CCBE1; collagen and calcium-binding EGF domain-containing protein 1,CCBE1
18988,K19639,PR; perakine reductase [EC:1.1.1.317],PR
18989,K19640,"hypX, hoxX; putative two-component system protein, hydrogenase maturation factor HypX/HoxX","hypX, hoxX"
18990,K19641,"hupR, hoxA; two-component system, NtrC family, response regulator HupR/HoxA","hupR, hoxA"
18991,K19642,GALUR; D-galacturonate reductase [EC:1.1.1.365],GALUR
18992,K19643,"dfrA10, dfr10; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]","dfrA10, dfr10"
18993,K19644,"dfrA19, dfrA18; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]","dfrA19, dfrA18"
18994,K19645,"dfrB, dfr2; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]","dfrB, dfr2"
18995,K19646,"fexA_B; MFS transporter, DHA2 family, florfenicol/chloramphenicol resistance protein",fexA_B
18996,K19647,hgd; 2-hydroxymethylglutarate dehydrogenase [EC:1.1.1.291],hgd
18997,K19648,"apdH, APDH; D-arabitol-phosphate dehydrogenase [EC:1.1.1.301]","apdH, APDH"
18998,K19649,camD; 5-exo-hydroxycamphor dehydrogenase [EC:1.1.1.327],camD
18999,K19650,SDH; secoisolariciresinol dehydrogenase [EC:1.1.1.331],SDH
19000,K19651,MecgoR; methylecgonone reductase [EC:1.1.1.334],MecgoR
19001,K19652,tal; dTDP-6-deoxy-L-talose 4-dehydrogenase [NAD(P)+] [EC:1.1.1.344],tal
19002,K19653,geoA; geraniol dehydrogenase (NAD+) [EC:1.1.1.347],geoA
19003,K19654,CPR-C2; 2-dehydropantolactone reductase [EC:1.1.1.358],CPR-C2
19004,K19655,SPATA7; spermatogenesis-associated protein 7,SPATA7
19005,K19656,IFT122; intraflagellar transport protein 122,IFT122
19006,K19657,NPHP1; nephrocystin-1,NPHP1
19007,K19658,ECH2; peroxisomal enoyl-CoA hydratase 2 [EC:4.2.1.119],ECH2
19008,K19659,phaJ; enoyl-CoA hydratase [EC:4.2.1.119],phaJ
19009,K19660,araDH; L-arabinose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.376],araDH
