,reaction,name
11297,R12523,4-amino-4-deoxyprephenate:NAD+ oxidoreductase (decarboxylating); 4-Amino-4-deoxyprephenate + NAD+ <=> 3-(4-Aminophenyl)pyruvate + NADH + CO2 + H+
11298,R12524,"(2E,6E)-farnesyl diphosphate 10-C-methyltransferase (cyclyzing, pre-sodorifen diphosphate producing); S-Adenosyl-L-methionine + trans,trans-Farnesyl diphosphate <=> S-Adenosyl-L-homocysteine + Pre-sodorifen diphosphate"
11299,R12525,"GDP-alpha-D-mannose:[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol 2-alpha-mannosyltransferase (configuration-retaining); 2 GDP-mannose + [alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol <=> 2 GDP + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"
11300,R12526,"GDP-alpha-D-mannose:alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase (configuration-retaining); 2 GDP-mannose + alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol <=> 2 GDP + [alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"
11301,R12527,"sucrose:(1->3)-alpha-D-glucan 3-alpha-D-glucosyltransferase; Sucrose + 1,3-alpha-D-Glucan(n) <=> D-Fructose + 1,3-alpha-D-Glucan(n+1)"
11302,R12528,sucrose:(1->6)-alpha-D-glucan 2-alpha-D-glucosyl-transferase; Sucrose + Dextran <=> D-Fructose + (1->6)-alpha-D-Glucan containing a (1->2)-alpha-D-glucose branch
11303,R12529,"DP-alpha-D-mannose:(1->2)-beta-D-mannan mannosyltransferase (configuration-inverting); GDP-mannose + 1,2-beta-Oligomannan(n) <=> GDP + 1,2-beta-Oligomannan(n+1)"
11304,R12530,ATP:amicoumacin A 2-phosphotransferase; ATP + Amicoumacin A <=> ADP + Amicoumacin A 2-phosphate
11305,R12531,amicoumacin 2-phosphate phosphohydrolase; Amicoumacin A 2-phosphate + H2O <=> Amicoumacin A + Orthophosphate
11306,R12532,8-oxo-GTP diphosphohydrolase; 8-Oxo-GTP + H2O <=> 8-Oxo-GDP + Orthophosphate
11307,R12533,8-oxo-dGTP diphosphohydrolase; 8-Oxo-dGTP + H2O <=> 8-Oxo-dGDP + Orthophosphate
11308,R12534,"phloretate:electron-transfer flavoprotein 2,3-oxidoreductase; Phloretate + Electron-transferring flavoprotein <=> 4-Coumarate + Reduced electron-transferring flavoprotein"
11309,R12535,"3-(phenyl)propanoate:electron-transfer flavoprotein 2,3-oxidoreductase; Phenylpropanoate + Electron-transferring flavoprotein <=> trans-Cinnamate + Reduced electron-transferring flavoprotein"
11310,R12536,"3-(1H-indol-3-yl)propanoate:electron-transfer flavoprotein 2,3-oxidoreductase; 3-(1H-Indol-3-yl)propanoate + Electron-transferring flavoprotein <=> 3-Indoleacrylate + Reduced electron-transferring flavoprotein"
11311,R12537,3-sn-phosphatidyl-L-serine sn-1 acylhydrolase; 1-Acyl-sn-glycero-3-phosphoserine + H2O <=> Glycerophosphoserine + Fatty acid
11312,R12538,"Dibenzothiophene-5,5-dioxide + FMN-N5-peroxide <=> 2'-Hydroxybiphenyl-2-sulfinate + FMN-N5-oxide"
11313,R12539,FMN-N5-oxide + NADH <=> FMN + H2O + NAD+ + H+
11314,R12540,"L-phenylalanine,tetrahydropteridine:oxygen oxidoreductase (4-hydroxylating); L-Phenylalanine + Tetrahydropteridine + Oxygen <=> L-Tyrosine + 4a-Hydroxy-5,6,7,8-tetrahydropteridine"
11315,R12541,"L-tyrosine,tetrahydropteridine:oxygen oxidoreductase (3-hydroxylating); L-Tyrosine + Tetrahydropteridine + Oxygen <=> 3,4-Dihydroxy-L-phenylalanine + 4a-Hydroxy-5,6,7,8-tetrahydropteridine"
11316,R12542,"L-tryptophan,tetrahydropteridine:oxygen oxidoreductase (5-hydroxylating); L-Tryptophan + Tetrahydropteridine + Oxygen <=> 5-Hydroxy-L-tryptophan + 4a-Hydroxy-5,6,7,8-tetrahydropteridine"
11317,R12543,"L-phenylalanine,tetrahydropteridine:oxygen oxidoreductase (3-hydroxylating); L-Phenylalanine + Tetrahydropteridine + Oxygen <=> 3-Hydroxy-L-phenylalanine + 4a-Hydroxy-5,6,7,8-tetrahydropteridine"
11318,R12544,"uracil,FMNH2:oxygen oxidoreductase (uracil hydroxylating, ring-opening); Uracil + Reduced FMN + Oxygen + NADH <=> Ureidoacrylate + H2O + FMN + NAD+ + H+"
11319,R12545,Uracil + FMN-N5-peroxide <=> Ureidoacrylate + FMN-N5-oxide
11320,R12546,"thymine,FMNH2:oxygen oxidoreductase (thymine hydroxylating, ring-opening); Thymine + Reduced FMN + Oxygen + NADH <=> Methylureidoacrylate + H2O + FMN + NAD+ + H+"
11321,R12547,Thymine + FMN-N5-peroxide <=> Methylureidoacrylate + FMN-N5-oxide
11322,R12548,"5,10-methylenetetrahydrofolate:tRNA (uracil54-C5)-methyltransferase; 5,10-Methylenetetrahydrofolate + tRNA containing uridine at position 54 + NADH + H+ <=> Tetrahydrofolate + tRNA containing ribothymidine at position 54 + NAD+"
11323,R12549,"Acetyl-CoA + dTDP-3-amino-3,6-dideoxy-D-glucose <=> CoA + dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose"
11324,R12550,"chenodeoxycholate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12alpha-hydroxylating); Chenodeoxycholate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Cholic acid + [Oxidized NADPH---hemoprotein reductase] + H2O"
11325,R12551,"UDP-2-acetamido-2,6-dideoxy-beta-L-mannose <=> UDP-2-acetamido-2,6-dideoxy-beta-L-glucose"
11326,R12552,"UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose + NADPH + H+ <=> UDP-2-acetamido-2,6-dideoxy-beta-L-talose + NADP+"
11327,R12553,"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose <=> UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose"
11328,R12554,"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose <=> UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose"
11329,R12555,"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose <=> UDP-2-acetamido-2,6-dideoxy-alpha-D-galactose"
11330,R12556,"UDP-N-acetyl-alpha-D-quinovosamine:NADP+ 4-dehydrogenase; UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose + NADPH + H+ <=> UDP-2-acetamido-2,6-dideoxy-alpha-D-glucose + NADP+"
11331,R12557,"UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose + D-Alanine <=> UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucopyranose + H2O"
11332,R12558,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucopyranose <=> UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose"
11333,R12559,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose + H2O <=> 2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose + UDP"
11334,R12560,"(-)-(1R,2S)-ephedrine:NAD+ 1-oxoreductase; Ephedrine + NAD+ <=> (S)-2-(Methylamino)-1-phenylpropan-1-one + NADH + H+"
11335,R12561,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine + Acetyl-CoA <=> UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose + CoA"
11336,R12562,5-N-Acetyl-7-N-(D-alanyl)-legionaminic acid + CTP <=> CMP-5-N-acetyl-7-N-(D-alanyl)-legionaminic acid + Diphosphate
11337,R12563,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose <=> UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose"
11338,R12564,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose + H2O <=> 2,4-Diacetamido-2,4,6-trideoxy-beta-L-gulose + UDP"
11339,R12565,"2,4-Diacetamido-2,4,6-trideoxy-beta-L-gulose + Phosphoenolpyruvate + H2O <=> 5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid + Orthophosphate"
11340,R12566,feruloyl-CoA hydro-lyase/vanillin-lyase (acetyl-CoA-forming); Feruloyl-CoA + H2O <=> 4-Hydroxy-3-methoxy-benzaldehyde + Acetyl-CoA
11341,R12567,"2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose + Phosphoenolpyruvate + H2O <=> 5-N-Acetyl-7-N-(D-alanyl)-legionaminic acid + Orthophosphate"
11342,R12568,"CTP + 5,7-Diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid <=> CMP-5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-D-galacto-non-2-ulosonic acid + Diphosphate"
11343,R12569,[sulfatase]-L-serine:S-adenosyl-L-methionine oxidoreductase (3-oxo-L-alanine-forming); [Sulfatase]-L-serine + S-Adenosyl-L-methionine <=> [Sulfatase]-3-oxo-L-alanine + 5'-Deoxyadenosine + L-Methionine
11344,R12570,thioredoxin:hydroperoxide oxidoreductase; Thioredoxin + ROOH <=> Thioredoxin disulfide + H2O + ROH
11345,R12571,glutaredoxin:hydroperoxide oxidoreductase; Glutaredoxin + ROOH <=> Glutaredoxin disulfide + H2O + ROH
11346,R12572,ATP + L-Arginine <=> Diphosphate + (L-Arginyl)adenylate
11347,R12573,L-arginine:[L-arginyl-carrier protein] ligase (AMP-forming); L-Arginine + Peptidyl-carrier protein + ATP <=> L-Arginyl-[pcp] + AMP + Diphosphate
11348,R12574,(L-Arginyl)adenylate + Peptidyl-carrier protein <=> AMP + L-Arginyl-[pcp]
11349,R12575,"ATP + 3,4-Dihydroxybenzoate + Aryl-carrier protein <=> AMP + Diphosphate + 3,4-Dihydroxybenzoyl-[aryl-carrier protein]"
11350,R12576,"ATP + 3,4-Dihydroxybenzoate <=> Diphosphate + (3,4-Dihydroxybenzoyl)adenylate"
11351,R12577,"(3,4-Dihydroxybenzoyl)adenylate + Aryl-carrier protein <=> AMP + 3,4-Dihydroxybenzoyl-[aryl-carrier protein]"
11352,R12578,glutathione:hydroperoxide oxidoreductase; 2 Glutathione + ROOH <=> Glutathione disulfide + H2O + ROH
11353,R12579,NADH:hydroperoxide oxidoreductase; NADH + ROOH + H+ <=> NAD+ + H2O + ROH
11354,R12580,"geranyl diphosphate/selenophosphate:tRNA 5-methylaminomethyl-2-thiouridine34 geranyl/selenophosphatetransferase; Selenophosphoric acid + Geranyl diphosphate + tRNA containing 5-[(methylamino)methyl]-2-thiouridylate + H2O <=> 5-Methylaminomethyl-2-selenouridine in tRNA + (2E)-3,7-Dimethylocta-2,6-diene-1-thiol + Diphosphate + Orthophosphate"
11355,R12581,geranyl diphosphate:tRNA 5-methylaminomethyl-2-thiouridine34 geranyltransferase; Geranyl diphosphate + tRNA containing 5-[(methylamino)methyl]-2-thiouridylate <=> 5-Methylaminomethyl-2-(S-geranyl)thiouridine in tRNA + Diphosphate
11356,R12582,"selenophosphate:5-methylaminomethyl-2-(S-geranyl)thiouridine34 selenophosphatetransferase; Selenophosphoric acid + 5-Methylaminomethyl-2-(S-geranyl)thiouridine in tRNA <=> 5-Methylaminomethyl-2-(Se-phospho)selenouridine in tRNA + (2E)-3,7-Dimethylocta-2,6-diene-1-thiol"
11357,R12583,5-methylaminomethyl-2-(Se-phospho)selenouridine34 phosphohydrolase; 5-Methylaminomethyl-2-(Se-phospho)selenouridine in tRNA + H2O <=> 5-Methylaminomethyl-2-selenouridine in tRNA + Orthophosphate
11358,R12584,"UDP-N-acetyl-beta-L-fucosamine <=> UDP-2,6-dideoxy-2-acetamidino-beta-L-galactose"
11359,R12585,"2-hydroxy fatty acid:oxygen oxidoreductase (CO2,H2O-forming); (2R)-2-Hydroxy fatty acid + Oxygen <=> Fatty acid + H2O + CO2"
11360,R12586,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate <=> UDP-2,3-dideoxy-2-acetamido-3-acetamidino-alpha-D-mannuronic acid"
11361,R12587,NADPH 2'-phosphohydrolase; NADPH + H2O <=> NADH + Orthophosphate
11362,R12588,S-inosyl-L-homocysteine hydrolase (inosine-forming); S-Inosyl-L-homocysteine + H2O <=> Inosine + L-Homocysteine
11363,R12589,xanthosine 5'-triphosphate phosphohydrolase; XTP + H2O <=> XDP + Orthophosphate
11364,R12590,UDP-N-acetyl-D-galactosaminuronic acid + ATP + L-Glutamine + H2O <=> UDP-2-acetamido-2-deoxy-alpha-D-galacturonamide + AMP + L-Glutamate + Diphosphate
11365,R12591,limonene:acceptor oxidoreductase (7-hydroxylating); (S)-Limonene + H2O + Acceptor <=> (-)-Perillyl alcohol + Reduced acceptor
11366,R12592,limonene:acceptor oxidoreductase (7-hydroxylating); (R)-Limonene + H2O + Acceptor <=> (+)-Perillyl alcohol + Reduced acceptor
11367,R12593,"1-alkyl-sn-glycerol,tetrahydrobiopteridine:oxygen oxidoreductase; 1-Alkyl-sn-glycerol + Tetrahydropteridine + Oxygen <=> 1-Hydroxyalkyl-sn-glycerol + 4a-Hydroxy-5,6,7,8-tetrahydropteridine"
11368,R12594,ADP:D-glucosamine 6-phosphotransferase; ADP + D-Glucosamine <=> AMP + D-Glucosamine 6-phosphate
11369,R12595,8-oxo-GDP phosphohydrolase; 8-Oxo-GDP + H2O <=> 8-Oxo-GMP + Orthophosphate
11370,R12596,Spermidine + Citrate + ATP <=> N-Citryl-spermidine + AMP + Diphosphate
11371,R12597,"N-Citryl-spermidine + 3,4-Dihydroxybenzoyl-[aryl-carrier protein] <=> N1-(3,4-Dihydroxybenzoyl)-N8-citryl spermidine + Aryl-carrier protein"
11372,R12598,"N-Citryl-spermidine + Spermidine + ATP <=> N8,N'8-Citryl-bis(spermidine) + AMP + Diphosphate"
11373,R12599,"N1-(3,4-Dihydroxybenzoyl)-N8-citryl spermidine + Spermidine + ATP <=> N1-(3,4-Dihydroxybenzoyl)-N8,N'8-citryl-bis(spermidine) + AMP + Diphosphate"
11374,R12600,"N8,N'8-Citryl-bis(spermidine) + 3,4-Dihydroxybenzoyl-[aryl-carrier protein] <=> N1-(3,4-Dihydroxybenzoyl)-N8,N'8-citryl-bis(spermidine) + Aryl-carrier protein"
11375,R12601,"N1-(3,4-Dihydroxybenzoyl)-N8,N'8-citryl-bis(spermidine) + 3,4-Dihydroxybenzoyl-[aryl-carrier protein] <=> Petrobactin + Aryl-carrier protein"
11376,R12602,lipoyl:hydroperoxide oxidoreductase; [Protein]-N6-[(R)-dihydrolipoyl]-L-lysine + ROOH <=> Protein N6-(lipoyl)lysine + H2O + ROH
11377,R12603,lipoyl:hydroperoxide oxidoreductase; Enzyme N6-(dihydrolipoyl)lysine + ROOH <=> Enzyme N6-(lipoyl)lysine + H2O + ROH
11378,R12604,"UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose + NADPH + H+ <=> UDP-2-acetamido-2,6-dideoxy-beta-L-mannose + NADP+"
11379,R12605,Protoporphyrinogen IX + 3 Acceptor <=> Protoporphyrin + 3 Reduced acceptor
11380,R12606,"UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose + L-Glutamate <=> UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine + 2-Oxoglutarate"
11381,R12607,GDP-alpha-D-glucose:hexose 1-phosphate guanylyltransferase; GDP-glucose + D-Mannose 1-phosphate <=> D-Glucose 1-phosphate + GDP-mannose
11382,R12608,GTP:3'-dephospho-CoA 3'-phosphotransferase; GTP + Dephospho-CoA <=> GDP + CoA
11383,R12609,3-oxoisoapionate carboxy-lyase; 3-Oxoisoapionate <=> L-Erythrulose + CO2
11384,R12610,3-oxoisoapionate 4-phosphate carboxy-lyase; 3-Oxoisoapionate 4-phosphate <=> Erythrulose 1-phosphate + CO2
11385,R12611,"L-tyrosine:hydrogen-peroxide oxidoreductase (L-dopa-forming); L-Tyrosine + Hydrogen peroxide <=> 3,4-Dihydroxy-L-phenylalanine + H2O"
11386,R12612,5-deoxy-D-ribulose 1-phosphate acetaldehyde-lyase (glycerone-phosphate-forming); 5-Deoxy-D-ribulose 1-phosphate <=> Glycerone phosphate + Acetaldehyde
11387,R12613,S-methyl-5-thio-D-ribulose 1-phosphate acetaldehyde-lyase (glycerone-phosphate-forming); S-Methyl-5-thio-D-ribulose 1-phosphate <=> Glycerone phosphate + (2-Methylthio)acetaldehyde
11388,R12614,[(1R)-1-hydroxy-2-(trimethylamino)ethyl]phosphonate:oxygen 1R-oxidoreductase (glycine-betaine-forming); [(1R)-1-Hydroxy-2-(trimethylamino)ethyl]phosphonate + Oxygen <=> Betaine + Orthophosphate
11389,R12615,"[2-(trimethylamino)ethyl]phosphonate,2-oxoglutarate:oxygen oxidoreductase (1R-hydroxylating); [2-(Trimethylamino)ethyl]phosphonate + 2-Oxoglutarate + Oxygen <=> [(1R)-1-Hydroxy-2-(trimethylamino)ethyl]phosphonate + Succinate + CO2"
11390,R12616,ATP:3-oxoisoapionate 4-phosphotransferase; ATP + 3-Oxoisoapionate <=> ADP + 3-Oxoisoapionate 4-phosphate
11391,R12617,"3,5,6-trichloropyridin-2-ol,FADH2:oxygen oxidoreductase (dechlorinating); 3,5,6-Trichloropyridin-2-ol + FADH2 + Oxygen <=> 3,6-Dichloropyridine-2,5-dione + Cl- + FAD + H2O"
11392,R12618,"3,6-dichloropyridine-2,5-diol,FADH2:oxygen oxidoreductase (dechlorinating); 3,6-Dichloropyridine-2,5-diol + FADH2 + Oxygen <=> 6-Chloro-3-hydroxypyridine-2,5-dione + Cl- + FAD + H2O"
11393,R12619,"6-chloropyridine-2,3,5-triol,FADH2:oxygen oxidoreductase (dechlorinating); 6-Chloropyridine-2,3,5-triol + FADH2 + Oxygen <=> 3,6-Dihydroxypyridine-2,5-dione + Cl- + FAD + H2O"
11394,R12620,"(2E)-2-enoyl-CoA:NADP+ 4-oxidoreductase; trans-2,3-Dehydroacyl-CoA + NADP+ <=> (2E,4Z)-2,4-Dienoyl-CoA + NADPH + H+"
11395,R12621,5'-deoxyadenosine ribohydrolase; 5'-Deoxyadenosine + H2O <=> 5-Deoxy-D-ribose + Adenine
11396,R12622,L-alanine:vanillin aminotransferase; 4-Hydroxy-3-methoxy-benzaldehyde + L-Alanine <=> Vanillylamine + Pyruvate
11397,R12623,(Z)-2-methylureidoacrylate amidohydrolase; Methylureidoacrylate + H2O <=> Methylaminoacrylate + CO2 + Ammonia
11398,R12624,Methylureidoacrylate + H2O <=> Methylaminoacrylate + Carbamate
11399,R12625,(Z)-3-ureidoacrylate amidohydrolase; Ureidoacrylate + H2O <=> Aminoacrylate + CO2 + Ammonia
11400,R12626,(6E)-8-methylnon-6-enoyl-CoA:vanillylamine 8-methylnon-6-enoyltranferase; (6E)-8-Methylnon-6-enoyl-CoA + Vanillylamine <=> Capsaicin + CoA
11401,R12628,8-Methyl-6-nonenoic acid <=> (6E)-8-Methylnon-6-enoyl-CoA
11402,R12629,"(3E)-3-enoyl-CoA:NADP+ 4-oxidoreductase; (3E)-3-Enoyl-CoA + NADP+ <=> (2E,4E)-2,4-Dienoyl-CoA + NADPH + H+"
11403,R12630,"(3E)-3-enoyl-CoA:NADP+ 4-oxidoreductase; (3E)-3-Enoyl-CoA + NADP+ <=> (2E,4Z)-2,4-Dienoyl-CoA + NADPH + H+"
11404,R12631,thiocyanate:cytochrome c oxidoreductase (cyanate and sulfur-forming); Thiocyanate + 2 Ferricytochrome c + H2O <=> Cyanate + Sulfur + 2 Ferrocytochrome c + H+
11405,R12632,"S-adenosyl-L-methionine:3,3'-di-O-methyl-4alpha-mannobiose 1-O-methyltransferase; S-Adenosyl-L-methionine + 3,3'-Di-O-methyl-4alpha-mannobiose <=> S-Adenosyl-L-homocysteine + 1,3,3'-Tri-O-methyl-4alpha-mannobiose"
11406,R12633,ADP:polyphosphate phosphotransferase; ADP + Polyphosphate <=> AMP + Polyphosphate
11407,R12634,"exo (1->2)-beta-D-glucooligosaccharide sophorohydrolase (non-reducing end); 1,2-beta-D-Glucan + H2O <=> Sophorose + 1,2-beta-D-Glucan"
11408,R12635,N4-acetylcytidine amidohydrolase; N4-Acetylcytidine + H2O <=> Cytidine + Acetate
11409,R12636,CMP-N-acetylneuraminate:N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminide N-acetyl-beta-D-glucosamine-6-alpha-N-acetylneuraminyltransferase (configuration-inverting); CMP-N-acetylneuraminate + N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-R <=> CMP + N-Acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-[N-acetyl-alpha-neuraminyl-(2->6)]-N-acetyl-beta-D-glucosaminyl-R
11410,R12637,UDP-alpha-D-xylose:[EGF-like domain protein]-3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-serine 3-alpha-D-xylosyltransferase (configuration-retaining); UDP-D-xylose + G03532 <=> UDP + G10913
11411,R12638,"Neryl diphosphate + Isopentenyl diphosphate <=> Diphosphate + 2-cis,6-cis-Farnesyl diphosphate"
11412,R12639,"2-cis,6-cis-Farnesyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + Nerylneryl diphosphate"
11413,R12640,salicylate:CoA ligase (AMP-forming); ATP + Salicylate <=> (Salicyl)adenylate + Diphosphate
11414,R12641,salicylate:CoA ligase (AMP-forming); (Salicyl)adenylate + CoA <=> AMP + 2-Hydroxybenzoyl-CoA
11415,R12642,salicylate:CoA ligase (AMP-forming); ATP + Salicylate + CoA <=> AMP + Diphosphate + 2-Hydroxybenzoyl-CoA
11416,R12643,"D-xylose:NADP+ 1-oxidoreductase (D-xylono-1,4-lactone-forming); D-Xylose + NADP+ <=> D-Xylono-1,4-lactone + NADPH + H+"
11417,R12644,"7,8-dihydrobiopterin:NADP+ oxidoreductase; 7,8-Dihydrobiopterin + NADP+ <=> Biopterin + NADPH + H+"
11418,R12645,"[protein]-L-arginine,2-oxoglutarate:oxygen oxidoreductase (3R-hydroxylating); Protein-L-arginine + 2-Oxoglutarate + Oxygen <=> [Protein]-(3R)-3-hydroxy-L-arginine + Succinate + CO2"
11419,R12646,GTP:phosphoenolpyruvate guanylyltransferase; Phosphoenolpyruvate + GTP <=> Enolpyruvoyl-2-diphospho-5'-guanosine + Diphosphate
11420,R12647,GTP:3-phospho-D-glycerate guanylyltransferase; 3-Phospho-D-glycerate + GTP <=> 3-(D-Glyceryl)-diphospho-5'-guanosine + Diphosphate
11421,R12648,"enolpyruvoyl-2-diphospho-5'-guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phosphoenolpyruvate transferase; Enolpyruvoyl-2-diphospho-5'-guanosine + 7,8-Didemethyl-8-hydroxy-5-deazariboflavin <=> GMP + Dehydro coenzyme F420-0"
11422,R12649,"3-[(R)-glyceryl]-diphospho-5'-guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 3-phosphoglycerate transferase; 3-(D-Glyceryl)-diphospho-5'-guanosine + 7,8-Didemethyl-8-hydroxy-5-deazariboflavin <=> GMP + 3PG-factor 420-0"
11423,R12650,"L-isoleucine, 2-oxoglutarate:oxygen oxidoreductase (31-hydroxylating); L-Isoleucine + 2-Oxoglutarate + Oxygen <=> 3(1)-Hydroxy-L-isoleucine + Succinate + CO2"
11424,R12651,"31-hydroxy-L-isoleucine, 2-oxoglutarate:oxygen oxidoreductase (4S-hydroxylating); 3(1)-Hydroxy-L-isoleucine + 2-Oxoglutarate + Oxygen <=> (4S)-31,4-Dihydroxy-L-isoleucine + Succinate + CO2"
11425,R12652,"abieta-8,11,13-triene,[reduced NADPH---hemoprotein reductase]:oxygen 12-oxidoreductase (ferruginol-forming); Abieta-8,11,13-triene + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Ferruginol + [Oxidized NADPH---hemoprotein reductase] + H2O"
11426,R12653,(+)-pinoresinol:azurin oxidoreductase; (+)-Pinoresinol + 2 Oxidized azurin + H2O <=> (+)-6-Hydroxypinoresinol + 2 Reduced azurin + 2 H+
11427,R12657,S-adenosyl-L-methionine:3-demethylubiquinol 3-O-methyltransferase; S-Adenosyl-L-methionine + 3-Demethylubiquinol <=> S-Adenosyl-L-homocysteine + Ubiquinol
11428,R12658,"2-Polyprenyl-6-methoxyphenol + Oxygen <=> 2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol + H2O"
11429,R12659,Tryptamine + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Serotonin + [Oxidized NADPH---hemoprotein reductase] + H2O
11430,R12660,3 Malonyl-CoA + 5 Methylmalonyl-CoA + 7 NADPH + 7 H+ <=> Protomycinolide IV + 8 CoA + 8 CO2 + 4 H2O + 7 NADP+
11431,R12661,1-phospho-alpha-D-galacturonate phosphohydrolase; 1-Phospho-alpha-D-galacturonate + H2O <=> D-Galacturonate + Orthophosphate
11432,R12662,3-sulfanylpropanoate:oxygen oxidoreductase; 3-Sulfanylpropanoate + Oxygen <=> 3-Sulfinopropanoate
11433,R12663,"L-glutamate,2-oxoglutarate:oxygen oxidoreductase (3R-hydroxylating); L-Glutamate + 2-Oxoglutarate + Oxygen <=> (3R)-3-Hydroxy-L-glutamate + Succinate + CO2"
11434,R12664,beta-D-mannopyranose 2-epimerase; beta-D-Mannose <=> beta-D-Glucose
11435,R12665,D-apiose isomerase; D-Apiose <=> Apulose
11436,R12666,S-adenosyl-L-methionine:(2R)-2-hydroxy-4-(methylsulfanyl)butanoate S-methyltransferase; S-Adenosyl-L-methionine + (2R)-2-Hydroxy-4-(methylsulfanyl)butanoate <=> S-Adenosyl-L-homocysteine + (2R)-4-(Dimethylsulfaniumyl)-2-hydroxybutanoate
