gene name,#,KO,thrshld,score,E-value,KO definition,distance
VibriharveTtrA,*,K08357,722.33,1545.5,0.0,tetrathionate reductase subunit A,1688.0
VibrimytiliFdhH,*,K22015,921.03,1306.6,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1440.0
VibriparaTtrA,*,K08357,722.33,1548.8,0.0,tetrathionate reductase subunit A,1680.0
VibrirhizoFdhH,*,K22015,921.03,1299.7,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1452.0
VibrivulcanNapA,*,K02567,776.8,1468.2,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1526.0
VirgibacchigTtrA,*,K08357,722.33,1062.9,0.0,tetrathionate reductase subunit A,1681.0
Virgibachalo1NasA,*,K00372,1068.0,1219.6,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1561.0
VirgibachaloTtrA,*,K08357,722.33,1033.4,0.0,tetrathionate reductase subunit A,1685.0
VitriofiliNapA,*,K02567,776.8,1455.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1558.0
VolucripsittaNapA,*,K02567,776.8,1411.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1510.0
WenyifucaniNapA,*,K02567,776.8,1155.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1458.0
WinogradjejuNapA,*,K02567,776.8,1128.1,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1505.0
WolfahchitTtrA,*,K08357,722.33,1452.6,0.0,tetrathionate reductase subunit A,1645.0
WolfahlarvaFdhH,*,K22015,921.03,1294.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1449.0
WolfahlarvaTtrA,*,K08357,722.33,1450.3,0.0,tetrathionate reductase subunit A,1657.0
WolfahpopuliFdhH,*,K22015,921.03,1297.0,0.0,formate dehydrogenase (hydrogenase) [EC:1.17.98.4 1.17.98.-],1438.0
WolinsuccNapA,*,K02567,776.8,1353.4,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1614.0
WolinsuccPsrA,*,K08352,591.5,834.6,6.4e-252,thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5],1461.0
WolinsuccTtrA,*,K08357,722.33,1219.2,0.0,tetrathionate reductase subunit A,1643.0
XanthobacautoAioA,*,K08356,724.13,1198.5,0.0,arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1],1505.0
YangpaciNasA,*,K00372,1068.0,1237.4,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1539.0
YersinpestisFdhN,*,K08348,1823.1,1914.3,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1667.0
YersinruckerFdhN,*,K08348,1823.1,1912.9,0.0,"formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]",1660.0
YokeneregenTtrA,*,K08357,722.33,1500.6,0.0,tetrathionate reductase subunit A,1646.0
YoungivesiNasA,*,K00372,1068.0,1251.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1544.0
ZhouamyloNapA,*,K02567,776.8,1155.5,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1482.0
ZobelgalacNapA,*,K02567,776.8,1131.0,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1473.0
ZobeluligiNapA,*,K02567,776.8,1126.7,0.0,nitrate reductase (cytochrome) [EC:1.9.6.1],1468.0
ZoogloramiNasA,*,K00372,1068.0,1266.1,0.0,assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-],1575.0
radyrhizoelkaniFdhNAD,*,K00123,858.47,1049.2,0.0,formate dehydrogenase major subunit [EC:1.17.1.9],1588.0
